project_num,project_title,abstract_text,phr_text,fiscal_year,award_amount,direct_cost_amt,indirect_cost_amt,funding_mechanism,activity_code,agency_ic_admin.name,organization.org_name,organization.org_state,organization.org_city,organization_type.name,organization.org_zipcode,spending_categories_desc,investigators
5R01GM127411-02,BET regulation of mitosis and pluripotency establishment,"Bromodomain extra terminal (BET) proteins are critical readers of the histone acetyl marks, which generally
signal active transcription. Human BET proteins include the ubiquitous BRD2, BRD3, and BRD4, as well as the
testis-specific BRDt. They are key regulators of mitosis and pluripotency reprogramming among many other
cellular and biological processes including transcription, cell cycle, transcriptional memory, and stem cell
identity, as well as viral replication and transcription. Bromodomains (BD) in BET proteins are the
acetyllysine(KAc)-binding modules capable of binding to acetylated core histones. BET proteins are
characterized by two tandem bromodomains (BD-I and BD-II) at their N-termini. Of note, the two tandem BDs
within each BET member are much more diverse than the equivalent BDs among BET member proteins. In
spite of intense investigation, many fundamental questions about these readers of chromatin acetyl marks
remain unsolved. Why are there two BDs within each BET protein? Why are the two tandem BDs of each BET
protein more diverse than the equivalent BDs among the BET member proteins? What are the specific acetyl
marks of histones each individual BD differentially recognizes? Does each individual BD specifically regulate
any biological process? Why do each of human BRD3 and BRD4 has both long and short isoforms? How is the
chromatin-reading activity of each BD regulated? As mitotic proteins, how is their mitotic activity tightly
controlled? Recent findings in my laboratory have paved an avenue to answering many, if not all, of these
fundamental questions. We recently reported that BRD3R, a truncated isoform of human BRD3, uniquely
enhances cellular pluripotency reprogramming via regulating mitosis. Our further preliminary data suggest that
these BRD3R activities are a result of unmasking of the chromatin-reading activities of the second
bromodomain (BD-II) of BRD3/BRD3R due to the absence of the long C-terminal tail. Our additional data
suggest that intramolecular masking of the BD-II activities may be a general mechanism among BET proteins.
We will study how intramolecular masking/unmasking regulate biological and chemical functions of the two
distinct BET bromodomains (Aims 1, 2, and 3). We will also identify the chromatin underpinnings behind the
different biological and cellular functions of the two distinct KAc-binding modules of BET proteins (Aim 3). To
achieve our goals, we will use up-to-date yet firmly established approaches including the chemically defined
reprogramming media, ChIP-seq, ChIP-qPCR, RNA-seq, bioinformatics, histone-tail-peptide pull-down,
histone-peptide array, ligand affinity assay, mutagenesis, protein-protein interaction, and others. Dysregulation
of the BET KAc-reading activities are implicated in various human diseases such as inflammation, diabetes, and
various cancers. The fundamental knowledge gained in this proposed study will provide a scientific basis for
the disease control and management for the BET-associated diseases.","Dysfunction of the Bromodomain and Extra Terminal (BET) proteins, which are the key
readers of acetylation marks on chromatin, is implicated in many diseases including
inflammation, epilepsy, diabetes, and various cancers. This project will provide
fundamental knowledge about how uncontrolled molecular interpretation of the acetyl
transcriptional messages on chromatin by the human BET proteins releases mitotic and
reprogramming activities. The knowledge gained will constitute a scientific basis for
regenerative medicine, as well as for control and management of diseases caused by
mis-reading of the acetyllysine transcriptional languages on chromatin.",2019,311850,210000,101850,Non-SBIR/STTR,R01,National Institute of General Medical Sciences,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Genetics; Stem Cell Research; Stem Cell Research - Embryonic - Human; Stem Cell Research - Induced Pluripotent Stem Cell; Stem Cell Research - Induced Pluripotent Stem Cell - Human,Kejin  Hu
5F30HD094446-02,Mechanisms of TGFb in prostaglandin metabolism and fertilization,"PROJECT SUMMARY
Infertility is a growing problem that affects millions of people in Western countries. An important reproductive
process that is understudied in internally fertilizing animals is the process by which sperm find the oocyte.
Increasing evidence suggest that sperm respond to chemotactic cues within the oviduct to locate recently
ovulated oocytes. Prostaglandins (PGs) are fat-derived signaling molecules that are implicated in sperm
chemotaxis and other reproductive processes. The TGFÎ² superfamily of peptide ligands is critical for human
ovarian follicle development and fertilization, but the underlying mechanisms are not well understood. In the
nematode C. elegans, the TGFÎ² ligand DAF-7 couples environmental conditions to female fertility through the
modulation of F-series prostaglandin (CePGF) metabolism in the ovary. Oocytes secrete a mixture of CePGF
isomers that function as sperm chemoattractants. CePGFs are synthesized by a novel, TGFÎ² dependent
mechanism that may be conserved in mammals. The objective of this project is to investigate the mechanism
by which DAF-7/TGFÎ² regulates CePGF levels and sperm chemotaxis. Preliminary data demonstrate that the
DAF-3 co-SMAD transcription factor represses CePGF synthesis or enhances CePGF breakdown. The central
hypothesis is that DAF-3 acts in transcriptionally active oocyte precursors to regulate expression of genes
critical for CePGF metabolism. Two independent aims are proposed to test this hypothesis. AIM 1 will identify
cellular and subcellular sites of DAF-3 action to promote sperm guidance. CRISPR/Cas9 technology will be
used to determine endogenous DAF-3 expression. Transgenic approaches will be used to identify the key cell
types in which DAF-3 function is necessary and sufficient to regulate sperm chemotaxis. AIM 2 will identify
direct or indirect DAF-3 transcriptional targets that are critical for sperm guidance and CePGF metabolism.
Preliminary data using RNA sequencing and RNA-mediated interference suggest that multiple DAF-3 target
genes act in the germ line to regulate CePGF metabolism. Genetic and mass spectrometry approaches will be
used to test this model. The results obtained from this project will provide novel insight into the mechanism(s)
by which TGFÎ² signaling regulates female fertility, as well as the function(s) and regulation of a new class of
PGs found in C. elegans and mammals.","PROJECT NARRATIVE
TGFb is critical for ovarian follicle development and fertilization, but the mechanisms are not well understood.
This study seeks to uncover the role of TGFb signaling in the metabolism of a specific class of prostaglandins
that are important in guiding C. elegans sperm to the oocytes. Understanding this mechanism may shed light
on a novel prostaglandin synthesis pathway and may provide therapeutic avenues for cases of unexplained
infertility.",2019,37692,37692,,"Training, Individual",F30,Eunice Kennedy Shriver National Institute of Child Health and Human Development,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Biotechnology; Contraception/Reproduction; Genetics; Infertility,Muhan  Hu
5R00HD082686-03,Thyroid hormone receptors and adrenocortical remodeling.,"Most hormone disorders of the adrenal cortex occur in the context of overgrowth or underdevelopment of the
adrenal gland. At embryonic stages, the fetal adrenal cortex already has the ability to synthesize and secrete
steroid hormones that are critical for fetal development. These functional fetal cortical cells then undergo
regression and are replaced by continuously renewing adult-like cortical cells after birth. The continuously
renewing adult cortical cells grow from the outermost layer of the cortex and form the â€œadult zoneâ€, whereas
fetal cortical cells stay in the inner portion of the cortex, losing the steroid synthesis ability overtime and form
the â€œfetal zoneâ€. During development, the fetal zone (x-zone in mice) regresses while the adult zone grows.
However, the mechanisms that regulate the differential development and the regression of the cell layers of the
adrenal cortex remain unclear. We have used several unique mouse models to obtain preliminary results that
lead to the central hypothesis: thyroid hormone receptor (TR) positive cells, a novel cell population in the
adrenal cortex, regulates the remodeling of the adrenal cortical layers. In Aim 1, we will delineate the
contribution of this novel identified cell population to adrenal cortical differentiation and remodeling by using our
unique knock-in reporter mouse lines for detection of expression TR isoforms. The cell fate of cells in the x-zone
will also be investigated by lineage tracing. In Aim 2, we will use next generation sequencing and
genome-wide DNA analysis to identify target genes underlying thyroid hormone-mediated remodeling of the
adrenal gland. In Aim 3, we will further study the transcriptional function of TR and its co-repressors in the
adrenal gland. The proposed study links the function of these two endocrine organs and aims to use thyroid
hormone receptor-mediated effects in adrenocortical remodeling as a novel approach to address fundamental
questions about the mechanisms that control the differentiation and maintenance of adrenocortical cell layers.","Results from this project will contribute to research aimed at the development of optimal treatment for
hormonal diseases involving the adrenal and thyroid glands. Elucidation of the roles of thyroid hormone in
adrenal development may potentially contribute to future medical applications of adrenal cancer treatment or
therapeutic approaches to treatment of adrenal insufficiency.",2019,249000,171599,77401,Non-SBIR/STTR,R00,Eunice Kennedy Shriver National Institute of Child Health and Human Development,AUBURN UNIVERSITY AT AUBURN,AL,Auburn,SCHOOLS OF VETERINARY MEDICINE,368325888,Genetics; Rare Diseases,Chen-Che Jeff Huang
7K23EY025273-06,Myopia Control in Children with Low-Dose Atropine and Soft Bifocal Contact Lenses,"ï»¿   
DESCRIPTION (provided by applicant): The goals of this career development award are three-fold: 1) to provide training to Juan Huang, PhD OD to become an independent clinician-scientist; 2) to investigate whether adding 0.01% low concentrate atropine to soft bifocal contact lens wear will result in a greater effect of slowing myopia progression than administering soft bifocal contact lens alone in children; and 3) to evaluate the relationship between short-term changes in choroidal thickness and long-term regulation of myopia progression and ocular growth. A five-year career development plan is proposed, including formal coursework in clinical and translational science, as well as collaboration with accomplished mentors who are experts in specific areas related to the proposed research project. The proposed study is aligned with NEI's objective to ""evaluate the efficacy of potential treatments, such as pharmacological approaches, special spectacles, and contact lenses, for slowing the progression of myopia."" Both atropine and soft bifocal contact lenses have been shown to slow myopia progression, and both can cause changes in choroidal thickness. But the relationship between these mechanisms is unclear. The central hypothesis to be tested is that atropine and soft bifocal contact lenses each exert their anti-progression actions through a common pathway that involves the choroid. If this is correct, then adding atropine treatment to soft bifocal contact lens wear will lead to a
more effective slowing of myopia progression than prescribing soft bifocal contact lenses alone due to the additive effects in the common pathway. To test the hypothesis, I propose a clinical study, which would be an ancillary study of a multi-center, randomized clinical trial, the Bifocal Lenses In Nearsighted Kids (BLINK) Study (U10EY023208) chaired by my primary mentor. The BLINK Study compares myopia progression between subjects who wear single vision contact lenses and those wearing soft bifocal contact lenses. I will enroll an additional 49 subjects that are age-matched with the participants who are wearing +2.50D add soft bifocal contact lenses in the BLINK Study. The subjects I enroll will wear +2.50D add soft bifocal contact lenses in combination with daily administration of one drop of 0.01% atropine in each eye for three years. The rates of myopia progression and axial elongation will be compared to the rates in participants who are receiving treatment with +2.50D add soft bifocal contact lenses alone in the BLINK Study. Two specific aims will be addressed: Aim 1: To test whether the combined treatment of 0.01% atropine and soft bifocal contact lens wear produces slower myopia progression and axial elongation compared to soft bifocal contact lenses alone over 3 years. Aim 2: To test whether early changes in choroidal thickness can be used as predictors of long-term myopia progression / axial elongation. The results of this study will have significant implications for future studies to develop and test new therapeutic regimes that optimize the effect of myopia control through combined pharmacological and optical interventions. The outcomes will also aid in understanding the potential role of short-term changes of choroidal thickness in long- term regulation of myopia progression and ocular growth.","PUBLIC HEALTH RELEVANCE: Myopia is a common eye disease and is listed among the top five priority eye diseases by the World Health Organization due to its high prevalence and significant socio-economic effects worldwide. The reported prevalence of myopia has increased significantly over the past three or four decades, and it currently affects approximately one-third
of the population in the United States. The results of the proposed study can potentially change the standard of care for the treatment of myopia in children, and lead to novel strategies that optimize the effect of myopia control through combined pharmacological and optical interventions.",2019,150000,138889,11111,Other Research-Related,K23,National Eye Institute,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF OPTOMETRY/OPHT TECH,352940001,,Juan  Huang
5R01DK111483-03,Revealing LIM Domain Transcriptional Complexes that establish and maintain Beta Cell Mass,"Pancreatic islets of Langerhans contain insulin-secreting Î²-cells required for maintaining glucose homeostasis. Dysfunction in Î²-cell activity or survival results in diabetes mellitus, a disease affecting millions of Americans with numbers expected to greatly increase. This is creating an enormous economic and health care burden. A future strategy for improving diabetic outcomes will include cell-based therapies wherein functional Î²-cells are generated to replenish those lost during diabetes progression. Success will require increasing our understanding of the complex transcriptional programs required for establishing and maintaining Î²-cells during development and in adults, respectively.  My lab and others previously demonstrated that the Islet-1 transcription factor is important for islet cell
development and function. Furthermore, Islet-1 activity during late phases of Î²-cell development requires the interacting transcriptional co-regulator, Ldb1. However, little is known of the comparative target genes and pathways governed by these factors. The complexity of Ldb1-mediated complexes also appears greater than simply through Islet-1. For example, our recently published data suggests that Ldb1/Islet-1 complexes are very large, also containing SSBP3, a co-regulator required for Ldb1 complex activity and stability in vitro. This suggests that SSBP3 is a new player in Î²-cell development and function. Three complementary Aims will define comparative roles of Ldb1 complexes during islet development, and in adult Î²-cells. Aim 1 will utilize conditional Ldb1 knockout models to test function in pancreatic endocrine progenitor cells and beyond. We will examine how Ldb1 impacts pancreas marker expression, cell proliferation and survival, endocrine cell identity, and islet function. Aim 2 will employ genome-wide next generation sequencing approaches to assess genes controlled by Ldb1 in endocrine progenitors. Results will be compared to Islet-1, as well as Pdx1 and Ngn3, two critical factors in developing islets. Aim 3 will examine the in vivo function of the novel pancreas regulator, SSBP3, during islet development and in adult Î²-cell function, as compared with known Ldb1 and Islet-1 roles. This proposal will test our central hypothesis that multiple Ldb1 complexes are required throughout pancreatic organogenesis and in adult Î²-cell function. My extensive
experience studying transcription factor complexes and our readily available in vitro and in vivo reagents, make my lab uniquely suited to executing these Aims. Results reported from this proposal will benefit efforts in developing new molecular targets and cell-based therapies to combat diabetes.","To combat the diabetes epidemic, islet biologists are striving to develop improved therapies that preserve or replace lost Î²-cell mass and improve quality of life for patients. Success will require increased knowledge of gene regulation mechanisms and genetic pathways that are fundamental for producing functional pancreatic Î²-cells. Our studies will reveal protein complexes and transcriptional networks mediated by the Ldb1 co-regulator required for pancreas formation and adult Î²-cell function.",2019,371250,250000,121250,Non-SBIR/STTR,R01,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Diabetes; Genetics,Chad S Hunter
5P30DK056336-18,UAB NORC Core E - Physical Activity Core,"The Physical Activity Core (PAC), established in early 2014, provides state-of-the-art and cost-effective
assessments of aerobic fitness, muscle strength, exercise economy, and efficiency, perceived exertion and
physiological ease, joint flexibility, muscle activation, physical functioning, arterial elasticity, free-living physical
activity, and supervised exercise training for both funded and pilot obesity-related research projects. To
accomplish this, the Core maintains dedicated space, houses instruments to collect and provide quality control
data, and provides staffing by trained technical personnel for a range of important assessments and services,
as well as a dedicated exercise training facility to accommodate the range of investigator needs (i.e., from
small pilot studies to large-scale R01 protocols). The PAC also facilitates research and training opportunities
across UAB by offering advice, consultations, and instruction to students, fellows, and faculty. Finally, the Core
pursues developing and expanding methodological approaches related to physical activity/fitness assessment
and exercise training protocols for obesity in specific populations, including persons with physical disabilities.",,2019,124908,84113,40795,Research Centers,P30,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,Domestic Higher Education,352940001,Behavioral and Social Science; Cardiovascular; Clinical Research; Nutrition; Obesity; Physical Activity; Prevention,GARY R HUNTER
1R43NS110114-01,Enhanced endothelialization of nanomatrix coated flow diverter for intracranial aneurysms,"Approximately 3% of the population has unruptured cerebral aneurysms, approximately 6 million people in the
US. About 30,000 rupture per year, with devastating consequences. About 40% of patients with ruptured
aneurysms die, and 4 of 7 who survive have significant disabilities. Coil embolization therapy is associated
with a high rate of recurrence. Flow diverters are increasingly being used to cover the neck of the aneurysm
providing more durable occlusion. However, until endothelialization and aneurysm occlusion has occurred
patients are at increased risk of thromboembolic complications and increased intracranial hemorrhage due to
necessary dual antiplatelet therapy.
We have developed a nanomatrix coating that mimics the characteristic properties of native endothelium.
Thus, we hypothesize that the nanomatrix coating on the flow diverter can enhance endothelial coverage and
accelerate aneurysm closure. The coating provides sustained release of nitric oxide (NO) over 2 months, thus
recruiting and retaining endothelial cells. It also incorporates an endothelial cell adhesive ligand that promotes
endothelial cell retention and migration. The bionanomatrix is a biocompatable peptide based material and is
coated on the coils by simple water evaporation. This coating method minimizes the risk of inflammatory
responses.
In this Phase I SBIR, we propose to evaluate the coating for flow diverters for treatment of brain aneurysms.
This will include 1) characterization of nanomatrix coating; 2) assessment of coating structural integrity; 3)
evaluation of endothelial cell attachment, growth and migration; 4) evaluation of platelet adhesion; and 5)
evaluation of monocyte adhesion to endothelial cells and expression of monocyte inflammatory genes. In
collaboration with Dr. Kadirvel's group at the Mayo Clinic, in vivo assessment will verify that the nanomatrix
coating improves endothelial coverage of flow diverters compared to a standard flow diverter in a rabbit
aneurysm model.
Development of the nanomatrix coating that enhances occlusion of aneurysms and healing over the flow
diverters may have significant impact in the treatment of patients with brain aneurysms. With successful
completion of Phase I, we plan to move forward in Phase II towards IDE submission.","Brain aneurysms carry the devastating risk of rupture, leading to death or permanent disability. Currently
available flow diverters used to treat aneurysms are limited by a significant risk of thromboembolic
complications until endothelialization and aneurysm closure has occurred. Medications to prevent clotting
place patients at increased risk of bleeding during these several months awaiting endothelial coverage.
Endomimetics, LLC has developed a novel nanomatrix, which, when coated onto coils, could enhance
endothelialization and reduce the risk of embolic stroke or brain hemmorhage.",2019,563196,417543,109463,SBIR/STTR,R43,National Institute of Neurological Disorders and Stroke,"ENDOMIMETICS, LLC",AL,BIRMINGHAM,Domestic For-Profits,352031865,Brain Disorders; Cerebrovascular; Neurosciences; Stroke,Patrick  Hwang; Ramanathan  Kadirvel
1R03DK120503-01,Renal implications of AQP3 lysine acetylation,"SUMMARY
Fluid-electrolyte disorders are prevalent in our society, and even mild disorders are associated
with poor outcomes. A key component of body fluid regulation is largely through control of water
reabsorption by the renal collecting duct (CD) via the actions of vasopressin. The aquaporins
(AQPs) are a large family of water channels expressed throughout the body. In the CD, there is
apical expression of AQP2 and basolateral expression of AQP3 and AQP4 that regulate
transcellular water reabsorption. AQP2 and AQP3 are vasopressin-sensitive, and genetic deletion
of either of these water channels results in severe polyuria and a urinary concentrating defect.
Compared to AQP2, we know little about the regulation of AQP3 function. We recently determined
that AQP3 can be post-translationally lysine (K) acetylated at K282. Acetylated AQP3 (acAQP3)
is expressed in the basolateral membrane of the CD and is increased with water deprivation in
both male and female mice. Moreover, acAQP3 expression increases in the inner medullary
collecting duct with dehydration. Our central hypothesis is that lysine acetylated AQP3 is critical
for maintaining fluid balance during water deprivation. Our preliminary data suggest that the
acetyltransferases CBP (CREB Binding Protein) and EP300 interact and lysine acetylate AQP3.
The focus of our â€œintracellular signaling aimâ€ is to test the hypothesis that vasopressin activates
CBP and EP300 resulting in lysine acetylation of AQP3. We will also determine the functional
significance of this novel post-translational modification. The goal of the â€œphysiology aimâ€ is to
test the hypothesis that acetylation of AQP3 results in anti-diuresis. Identification of acetylation of
AQP3 K282 provides a new target for therapeutic interventions to treat water balance disorders.
The data, reagents, tools, and mice generated from this application are key for the successful
submission and subsequent funding of my R01 within the next two years.","Narrative
Body fluid homeostasis is maintained through the actions of vasopressin-mediated water reabsorption via the
apical AQP2 and basolateral AQP3 in the collecting duct. We recently discovered that AQP3 is lysine acetylated,
which is the first ever report of a post-translational modification of AQP3. The goals of this study are to determine
the regulation and physiological function of AQP3 lysine acetylation.",2019,111375,75000,36375,Non-SBIR/STTR,R03,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Kidney Disease,Kelly  Hyndman
5K01DK105038-05,Novel mechanisms of HDAC1 regulation of renal collecting duct function,"DESCRIPTION (provided by applicant): Water balance is maintained through the regulation of water reabsorption by the renal collecting duct (CD) via the vasopressin (AVP) regulated water channel aquaporin-2 (AQP2). Dysfunction in AQP2 leads to diseases such as nephrogenic diabetes insipidus (polyuria) or antidiuresis syndrome (water retention), and severe fluid retention is a common ailment in cardiovascular disease. Histone deacetylase enzymes (HDACs) remove acetyl groups from lysines of histones leading to epigenetic modification of gene transcription or non-histone proteins in a post-translational manner. There is growing interest in the therapeutic use of HDAC inhibitors in cardiovascular disease because of their anti- inflammatory properties. Interestingly, a reported side effect of HDAC inhibitor use is hyponatremia, suggesting these drugs affect fluid balance. Thus, it is imperative that we gain a better understanding of the role of HDACs in body fluid balance in order to avoid potentially dangerous side effects. Our compelling preliminary data support a novel role for HDAC1 regulation of diuresis by regulating transcription and deacetylation of proteins in the CD. Our central hypothesis is that during excess water consumption, HDAC1 mediates diuresis via regulation of AQP2 apical expression by directly deacetylating AQP2, indirectly by decreasing expression of the AVP subtype 2 receptor (V2R), and indirectly by increasing in nitric oxide synthase-1 (NOS1) derived nitric oxide (NO). The following hypotheses will be tested: 1) To test the hypothesis that water balance is maintained by changes in collecting duct AQP2 acetylation and apical surface expression; 2) To test the hypothesis that hydration promotes deacetylation of AQP2 and/or downregulation of the V2R receptor via HDAC1 in the CD, thus promoting diuresis; 3) To test the hypothesis that HDAC1-dependent increases in CD NO derived from NOS1 leads to decreases in AQP2 surface expression. With the help of mentor and advisory team, I will continue on the path towards my long term goal of developing a strong, independent, research program in the field of cardio/renal physiology with a focus on addressing novel mechanisms underlying cardio/renal diseases.","PUBLIC HEALTH RELEVANCE: Water balance is a fundamental physiological process that is controlled by the kidneys. Imbalances of body water are causally linked with kidney disease, which is a risk factor for the development of cardiovascular disease. The goal of this proposal is to reveal novel target pathways regarding the enzymes, histone deacetylases, and their regulation of proteins critical for maintaining water balance by the kidney.",2019,150444,139300,11144,Other Research-Related,K01,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Genetics; Kidney Disease,Kelly  Hyndman
5R01DK044628-22,TLR4 in the Regulation of Renal Microvascular Function,"Project Summary:
Hypertension, a major risk factor for cardiovascular disease among US citizens and causes significant endo
organ damage due to inflammation, and tissue injury. Exquisite autoregulatory control of renal vascular
resistance is essential to protect against hyperbaric trauma and glomerular injury. Loss of autoregulatory
control, as occurs in hypertension, increases glomerular capillary pressure and promotes renal injury.
Hypertension activates inflammatory cascades that sustain the hypertensive state and accelerate renal injury
progression. Anti-inflammatory treatment prevents autoregulatory impairment but a critical barrier to progress
with hypertensive renal injury is identification of the inflammatory mechanisms involved. We now provide
compelling new evidence identifying toll-like receptor 4 (TLR4) and major histocompatibility complex class II
(MHC-II) molecules as mechanistic links between inflammation and autoregulatory dysfunction. The studies
proposed address the central hypothesis the TLR4 on renal microvascular cells and on resident MHC-II
bearing cells is activated in hypertension, leading to afferent arteriole autoregulatory dysfunction and kidney
injury. Aim 1 will test the hypothesis that chronic TLR4 activation with low dose LPS treatment blunts afferent
arteriole autoregulatory behavior. We will use the blood-perfused juxtamedullary nephron preparation to
investigate the role of TLR4 signaling on autoregulatory function. Chronic administration of the TLR4 agonist,
LPS, anti-TLR4 antibodies or TLR4 antagonists will reveal the role of TLR4 in intact renal microvessels of
normotensive rats. Aim 2 will test the hypothesis that AngII hypertension blunts autoregulatory behavior
through mechanisms linked to TLR4 activation. Autoregulatory behavior will be assessed in vitro and in vivo in
AngII-infused hypertensive rats with and without chronic administration of LPS, anti-TLR4 antibody or a TLR4
antagonist to establish the role of TLR4 in the renal microvascular dysfunction that occurs in AngII
hypertension. Aim 3 will test the hypothesis that TLR4-mediated loss of autoregulation in AngII hypertension
is prevented by targeting MHC-II. A novel CLIP antagonist that ameliorates TLR4-mediated loss of
autoregulation will test the efficacy of targeting MHC-II in AngII hypertension. Upon completion of these
aims, we will have established that chronic TLR4 activation leads to a decline in renal microvascular
autoregulatory capability and that this process is linked to MHC-II immune activation. We further expect
that TLR4 activation underlies the renal autoregulatory dysfunction in AngII-induced hypertension through
this MHC-II mechanism and contributes to hypertensive renal injury.","Project Narrative
Millions of US citizens are hypertensive and can progress to renal injury. While linkage of inflammation with
hypertension is recognized, the inflammatory signals involved are unknown. We propose that renal
autoregulatory impairment in hypertension involves TLR4 activation. These studies will advance our
understanding of the link between TLR4-induced inflammatory cascades and autoregulatory dysfunction.",2019,507126,341499,165627,Non-SBIR/STTR,R01,National Institute of Diabetes and Digestive and Kidney Diseases,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF MEDICINE,352940001,Cardiovascular; Hypertension; Kidney Disease,Edward W Inscho
5R01HL136666-03,Genetic underpinnings of cardiorenal risk in Africans and African Americans,"ABSTRACT
Hypertension (HTN) has earlier onset and takes on a more severe form in African Americans (AAs) as
compared to other U.S. populations, which translates to higher rates of cardiovascular disease (CVD)
endpoints including stroke and end stage renal disease. The rates of related comorbidities including type 2
diabetes (T2D) and chronic kidney disease (CKD) are also higher in AAs. These remarkable disparities equate
to important consequences for the health of AA communities. Emerging data suggest genetic markers
originating in Africa incur disease risk in this population. Prior genetic association studies of HTN, T2D, and
CKD have been undertaken in AAs. However, the ancestral genetic variation coverage and sample sizes that
have been achieved in genetic studies of European Ancestry populations have not yet been achieved for
African ancestry populations. Additionally, a direct comparison of risk alleles between AA and African
populations has yet to be made. To address these important research gaps, we propose a study that
substantially expands the number of AAs with relevant phenotype and genotype data and dramatically
improves the coverage of African specific genetic variation in a large number of AAs belonging to existing
cardiovascular epidemiology cohorts. We propose genotyping 8000 AAs from the REasons for Geographic and
Racial Differences in Stroke (REGARDS) study and 2000 West Africans from the Human Health and Heredity
in Africa (H3A) Kidney Network, newly bringing these 10,000 participants into genetic studies. We will combine
these data with existing genotype data from 2000 H3A participants and recently generated high-coverage
whole genome sequence (WGS) data on ~6500 AAs, with relevant phenotype data, from the NHLBIâ€™s Trans-
Omics for Precision Medicine (TOPMed) program. The TOPMed WGS data will be further used to impute
sequence variants into REGARDS, H3A and the ~15,000 previously genotyped AA participants from other
NHLBI cohorts. We will use these unprecedented resources to conduct the most comprehensive study of
cardiorenal traits (blood pressure, renal function, fasting glucose) in AAs to date. We will follow up our top
variant-association findings in an independent replication sample of 11,000 AAs with relevant data. Finally, we
will test whether variants associated with these risk factors are also associated with CVD outcomes. Our
proposed study, including a total of ~40,500 AAs and 4000 West Africans, will provide us an unprecedented
opportunity to evaluate the role of genetic variation, and in particular African-derived genetic variation, in the
increased susceptibility to CVD and renal disease in AAs.
!","PROJECT NARRATIVE
African Americans are overburdened by hypertension and related comorbidities, representing a major
area of racial health disparity, with African Americans having higher risk and worse outcomes. The
proposed work will identify novel genetic risk factors for various cardiorenal measures in African
Americans and Africans. The results may help better understand the potential ancestral genetic etiology
and lead to improved disease diagnosis as well as cardiovascular disease prevention.",2019,680596,571605,108991,Non-SBIR/STTR,R01,National Heart Lung and Blood Institute,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,BIRMINGHAM,SCHOOLS OF PUBLIC HEALTH,352940001,Aging; Cardiovascular; Genetics; Human Genome; Kidney Disease; Prevention,Marguerite R Irvin; Leslie A Lange
